S	Exchange id	Exchange code	Exchange name	Symbol	realtime symbol	Korea name	English name	"Security type(1:Index,2:Stock,3:ETP(ETF),4:Warrant)"	currency	float position	data type	base price	Bid order size	Ask order size	market start time(HHMM)	market end time(HHMM)	DR 여부(Y/N)	DR 국가코드	업종분류코드	"지수구성종목 존재 여부(0:구성종목없음,1:구성종목있음)"	Tick size Type	"구분코드(001:ETF,002:ETN,003:ETC,004:Others,005:VIX Underlying ETF,006:VIX Underlying ETN)"	Tick size type 상세
US	22	NAS	나스닥	AIRT	NASAIRT	에어 T	AIR T INC	2	USD	4		18.21	1	1	930	1600	N		270	0	1	   	   
US	22	NAS	나스닥	AIRTP	NASAIRTP	에어 T 우선주(8.000%)	AIR T FUNDING 8% ALPHA INCOME TR PFD SECS NEW(R/S)	2	USD	4		17.3781	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AISP	NASAISP	에어십 AI 홀딩스	AIRSHIP AI HOLDINGS INC	2	USD	4		2.48	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AITR	NASAITR	AI 트랜스포테이션 애퀴지션	AI TRANSPORTATION ACQUISITION CORP	2	USD	4		10.485	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AITRR	NASAITRR	AI 트랜스포테이션 애퀴지션 권리주	AI TRANSPORTATION ACQUISITION CORP COM	2	USD	4		0.17	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AITRU	NASAITRU	AI 트랜스포테이션 애퀴지션 유닛	AI TRANSPORTATION ACQUISITION CORP UNIT 1 ORD & 1 RT	2	USD	4		10.59	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AIXI	NASAIXI	샤오아이(ADR)	XIAO-I CORPORATION SPON ADS EACH REP 3 COM (POST REV SPLIT)	2	USD	4		3.85	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AKAM	NASAKAM	아카마이 테크놀로지	AKAMAI TECHNOLOGIES	2	USD	4		99.44	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	AKAN	NASAKAN	어칸다	AKANDA CORP	2	USD	4		1.151	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AKBA	NASAKBA	아케비아 테라퓨틱스	AKEBIA THERAPEUTICS INC	2	USD	4		1.37	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	AKRO	NASAKRO	아케로 테라퓨틱스	AKERO THERAPEUTICS INC	2	USD	4		28	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	AKTS	NASAKTS	아쿠스티스 테크놀로지	AKOUSTIS TECHNOLOGIES INC	2	USD	4		0.0681	1	1	930	1600	N		730	0	0	   	   
US	22	NAS	나스닥	AKTX	NASAKTX	아카리 테라퓨틱스(ADR)	AKARI THERAPEUTICS PLC SPON ADR EACH REPR 2000 ORD	2	USD	4		3.16	1	1	930	1600	N		520	0	0	   	   
US	22	NAS	나스닥	AKYA	NASAKYA	아코야 바이오사이언시스	AKOYA BIOSCIENCES INC	2	USD	4		2.91	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALAB	NASALAB	아스테라 랩스	ASTERA LABS INC	2	USD	4		47.13	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALAR	NASALAR	얼라럼 테크놀로지스(ADR)	ALARUM TECHNOLOGIES LTD SPON ADS EACH REP 10 ORD SHS (POST S	2	USD	4		11.59	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALBT	NASALBT	아발론 글로보케어	AVALON GLOBOCARE CORP	2	USD	4		0.2081	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALCE	NASALCE	얼터너스 클린 에너지	ALTERNUS CLEAN ENERGY INC	2	USD	4		0.178	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALCO	NASALCO	알리코	ALICO INC	2	USD	4		29.98	1	1	930	1600	N		410	0	1	   	   
US	22	NAS	나스닥	ALCY	NASALCY	앨커미 인베스트먼츠 애퀴지션	ALCHEMY INVTS ACQUISITION CORP 1	2	USD	4		10.87	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALCYU	NASALCYU	앨커미 인베스트먼츠 애퀴지션 유닛	ALCHEMY INVTS ACQUISITION CORP 1 UNIT 1 CL A COM & 1/2 W	2	USD	4		10.81	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALDX	NASALDX	알데이라 테라퓨틱스	ALDEYRA THERAPEUTICS	2	USD	4		6.04	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	ALEC	NASALEC	알렉터	ALECTOR INC	2	USD	4		6.14	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ALF	NASALF	센추리언 애퀴지션	CENTURION ACQUISITION CORP	2	USD	4		9.98	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALFUU	NASALFUU	센추리언 애퀴지션 유닛	CENTURION ACQUISITION CORP UNIT 1 CL A SHS & 1/2 WT EXP	2	USD	4		10.02	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALGM	NASALGM	알레그로 마이크로시스템스	ALLEGRO MICROSYSTEMS INC	2	USD	4		23.79	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALGN	NASALGN	얼라인 테크놀로지	ALIGN TECHNOLOGY INC	2	USD	4		257.17	1	1	930	1600	N		510	0	0	   	   
US	22	NAS	나스닥	ALGS	NASALGS	앨리고스 테라퓨틱스	ALIGOS THERAPEUTICS INC	2	USD	4		10.18	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALGT	NASALGT	얼리전트 트래블	ALLEGIANT TRAVEL COMPANY	2	USD	4		43.06	1	1	930	1600	N		270	0	1	   	   
US	22	NAS	나스닥	ALHC	NASALHC	얼라인먼트 헬스케어	ALIGNMENT HEALTHCARE INC	2	USD	4		11.39	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALIM	NASALIM	알리메라 사이언시스	ALIMERA SCIENCES INC	2	USD	4		5.54	1	1	930	1600	N		520	0	0	   	   
US	22	NAS	나스닥	ALKS	NASALKS	앨커미스	ALKERMES PLC	2	USD	4		28.35	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ALKT	NASALKT	알카미 테크놀로지	ALKAMI TECHNOLOGY INC	2	USD	4		32.05	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALLK	NASALLK	알라코스	ALLAKOS INC	2	USD	4		0.5763	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ALLO	NASALLO	알로진 테라퓨틱스	ALLOGENE THERAPEUTICS INC	2	USD	4		2.91	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ALLR	NASALLR	앨러리티 테라퓨틱스	ALLARITY THERAPEUTICS INC	2	USD	4		2.26	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALLT	NASALLT	앨럿	ALLOT LTD	2	USD	4		3.11	1	1	930	1600	N		720	0	1	   	   
US	22	NAS	나스닥	ALMS	NASALMS	알루미스	ALUMIS INC	2	USD	4		11.37	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALNT	NASALNT	얼라이언트	ALLIENT INC	2	USD	4		20.65	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALNY	NASALNY	앨나일램 파머슈티컬스	ALNYLAM PHARMACEUTICALS INC	2	USD	4		276.33	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ALOT	NASALOT	아스트로노바	ASTRONOVA INC	2	USD	4		14.18	1	1	930	1600	N		730	0	1	   	   
US	22	NAS	나스닥	ALPP	NASALPP	알파인 4 홀딩스	ALPINE 4 HOLDINGS INC	2	USD	4		0.352	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALRM	NASALRM	알람닷컴 홀딩스	ALARM.COM HOLDINGS INC	2	USD	4		54.92	1	1	930	1600	N		720	0	1	   	   
US	22	NAS	나스닥	ALRN	NASALRN	애일러론 테라퓨틱스	AILERON THERAPEUTICS INC	2	USD	4		2.91	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ALRS	NASALRS	앨러루스 파이낸셜	ALERUS FINANCIAL CORP	2	USD	4		22.83	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALSA	NASALSA	알파 스타 애퀴지션	ALPHA STAR ACQUISITION CORPORATION	2	USD	4		11.77	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALSAU	NASALSAU	알파 스타 애퀴지션 유닛	ALPHA STAR ACQUISITION CORPORATION UNIT 1 COM & 1 RT &3	2	USD	4		11.52	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALT	NASALT	알티뮨	ALTIMMUNE INC	2	USD	4		7.57	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	ALTI	NASALTI	알티 글로벌	ALTI GLOBAL INC	2	USD	4		4.45	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALTO	NASALTO	앨토 인그리디언츠	ALTO INGREDIENTS INC	2	USD	4		1.73	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALTR	NASALTR	알테어 엔지니어링	ALTAIR ENGINEERING INC	2	USD	4		95.13	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	ALTS	NASALTS	알트5 시그마	ALT5 SIGMA CORPORATION	2	USD	4		2.05	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALTY	NASALTY	GLOBAL X SUPERDIVIDEND ALTERNATIVES ETF	GLOBAL X FDS ALTERNATIVE INCOME ETF	3	USD	4		12.065	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	ALVO	NASALVO	알보테크	ALVOTECH	2	USD	4		11.18	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALVOW	NASALVOW	알보테크 콜 워런트(2027-06-15)	ALVOTECH C/WTS (TO PUR COM)	2	USD	4		2.54	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALVR	NASALVR	알로비어	ALLOVIR INC	2	USD	4		0.79	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALXO	NASALXO	ALX 온콜로지 홀딩스	ALX ONCOLOGY HLDGS INC	2	USD	4		2.17	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ALZN	NASALZN	알자멘드 뉴로	ALZAMEND NEURO INC	2	USD	4		1.75	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AMAL	NASAMAL	아말거메이티드 파이낸셜	AMALGAMATED FINANCIAL CORP	2	USD	4		32.73	1	1	930	1600	N		610	0	0	   	   
US	22	NAS	나스닥	AMAT	NASAMAT	어플라이드 머티어리얼즈	APPLIED MATERIALS INC	2	USD	4		196.71	1	1	930	1600	N		710	0	0	   	   
US	22	NAS	나스닥	AMBA	NASAMBA	암바렐라	AMBARELLA INC	2	USD	4		55.77	1	1	930	1600	N		710	0	0	   	   
US	22	NAS	나스닥	AMCX	NASAMCX	AMC 네트웍스	AMC NETWORKS INC	2	USD	4		8.89	1	1	930	1600	N		370	0	0	   	   
US	22	NAS	나스닥	AMD	NASAMD	AMD	ADVANCED MICRO DEVICES INC	2	USD	4		156.74	1	1	930	1600	N		710	0	0	   	   
US	22	NAS	나스닥	AMDL	NASAMDL	GRANITESHARES ETF TRUST GRANITE 2X LONG AMD DAILY ETF	GRANITESHARES ETF TRUST GRANITE 2X LONG AMD DAILY ETF	3	USD	4		13.92	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AMDS	NASAMDS	GRANITESHARES ETF TRUST 1X SHORT AMD DAILY ETF	GRANITESHARES ETF TRUST 1X SHORT AMD DAILY ETF	3	USD	4		12.62	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AMED	NASAMED	아메디시스	AMEDISYS INC	2	USD	4		97.21	1	1	930	1600	N		510	0	0	   	   
US	22	NAS	나스닥	AMGN	NASAMGN	암젠	AMGEN INC	2	USD	4		335.95	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	AMID	NASAMID	EA SERIES TRUST ARGENT MID CAP ETF	EA SERIES TRUST ARGENT MID CAP ETF	3	USD	4		35.71	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AMIX	NASAMIX	오토노믹스 메디컬	AUTONOMIX MEDICAL INC	2	USD	4		0.6514	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AMKR	NASAMKR	앰코 테크놀로지	AMKOR TECHNOLOGY INC	2	USD	4		31.65	1	1	930	1600	N		710	0	0	   	   
US	22	NAS	나스닥	AMLI	NASAMLI	아메리칸 리튬	AMERICAN LITHIUM CORP	2	USD	4		0.3656	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AMLX	NASAMLX	아밀릭스 파머슈티컬스	AMYLYX PHARMACEUTICALS INC	2	USD	4		2.88	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AMPG	NASAMPG	앰플리테크 그룹	AMPLITECH GROUP INC.	2	USD	4		0.8858	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AMPH	NASAMPH	앰퍼스타 파머슈티컬스	AMPHASTAR PHARMACEUTICALS INC	2	USD	4		50.09	1	1	930	1600	N		520	0	1	   	   
US	22	NAS	나스닥	AMPL	NASAMPL	앰플리튜드	AMPLITUDE INC	2	USD	4		9.05	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AMRK	NASAMRK	A 마크 프레셔스 메탈스	A MARK PRECIOUS METALS INC	2	USD	4		43.43	1	1	930	1600	N		640	0	1	   	   
US	22	NAS	나스닥	AMRN	NASAMRN	아마린(ADR)	AMARIN CORP ADR EACH REP 1 ORD GBP0.50	2	USD	4		0.5986	1	1	930	1600	Y	IE	530	0	0	   	   
US	22	NAS	나스닥	AMRX	NASAMRX	엠닐 파머슈티컬스	AMNEAL PHARMACEUTICALS INC	2	USD	4		8.81	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AMSC	NASAMSC	아메리칸 슈퍼컨덕터	AMERICAN SUPERCONDUCTOR CORP	2	USD	4		21.9	1	1	930	1600	N		230	0	1	   	   
US	22	NAS	나스닥	AMSF	NASAMSF	아메리세이프	AMERISAFE INC	2	USD	4		49.25	1	1	930	1600	N		620	0	1	   	   
US	22	NAS	나스닥	AMST	NASAMST	에임자이트	AMESITE INC	2	USD	4		2.4516	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AMSWA	NASAMSWA	아메리칸 소프트웨어	AMERICAN SOFTWARE INC	2	USD	4		10.92	1	1	930	1600	N		720	0	1	   	   
US	22	NAS	나스닥	AMTX	NASAMTX	에이메티스	AEMETIS INC	2	USD	4		2.54	1	1	930	1600	N		10	0	0	   	   
US	22	NAS	나스닥	AMWD	NASAMWD	아메리칸 우드마크	AMERICAN WOODMARK CORP	2	USD	4		95.58	1	1	930	1600	N		220	0	1	   	   
US	22	NAS	나스닥	AMZD	NASAMZD	DIREXION SHARES ETF TRUST DAILY AMZN BEAR 1X SHS	DIREXION SHARES ETF TRUST DAILY AMZN BEAR 1X SHS	3	USD	4		13.64	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AMZN	NASAMZN	아마존닷컴	AMAZON COM INC	2	USD	4		189.87	1	1	930	1600	N		380	0	0	   	   
US	22	NAS	나스닥	AMZU	NASAMZU	DIREXION DAILY AMZN BULL 2X SHARES	DIREXION SHARES ETF TRUST DAILY AMZN BULL 2X SHARES	3	USD	4		34.08	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AMZZ	NASAMZZ	GRANITESHARES ETF TRUST GRANITESHARES 2X LONG AMZN DAILY ETF	GRANITESHARES ETF TRUST GRANITESHARES 2X LONG AMZN DAILY ETF	3	USD	4		27.04	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	ANAB	NASANAB	어냅티스바이오	ANAPTYSBIO INC	2	USD	4		37.53	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	ANDE	NASANDE	앤더슨스	ANDERSONS INC	2	USD	4		50.11	1	1	930	1600	N		430	0	1	   	   
US	22	NAS	나스닥	ANEB	NASANEB	애너불로 파머슈티컬스	ANEBULO PHARMACEUTICALS INC	2	USD	4		2.08	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ANGH	NASANGH	앙가미	ANGHAMI INC	2	USD	4		0.875	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ANGHW	NASANGHW	앙가미 콜 워런트(2027-02-03)	ANGHAMI INC C/WTS 03/02/2027 (TO PUR COM)	2	USD	4		0.0292	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ANGI	NASANGI	앤지	ANGI INC	2	USD	4		2.84	1	1	930	1600	N		370	0	0	   	   
US	22	NAS	나스닥	ANGL	NASANGL	VANECK ETF TR FALLEN ANGEL HIGH YLD BD EFT	VANECK ETF TR FALLEN ANGEL HIGH YLD BD EFT	3	USD	4		29.41	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	ANGO	NASANGO	앤지오다이내믹스	ANGIODYNAMICS INC	2	USD	4		7.7	1	1	930	1600	N		510	0	1	   	   
US	22	NAS	나스닥	ANIK	NASANIK	아니카 테라퓨틱스	ANIKA THERAPEUTICS INC	2	USD	4		25.36	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	ANIP	NASANIP	ANI 파머슈티컬스	ANI PHARMACEUTICALS INC	2	USD	4		60.38	1	1	930	1600	N		520	0	0	   	   
US	22	NAS	나스닥	ANIX	NASANIX	애닉사 바이오사이언시스	ANIXA BIOSCIENCES INC	2	USD	4		3.42	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	ANL	NASANL	아눠의약(ADR)	ADLAI NORTYE LTD	2	USD	4		2.1	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ANNX	NASANNX	아넥슨	ANNEXON INC	2	USD	4		7.025	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ANSC	NASANSC	애그리컬처 앤드 내추럴 솔루션스 애퀴지션	AGRICULTURE & NAT SOLUTIONS ACQ COR	2	USD	4		10.3503	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ANSCU	NASANSCU	애그리컬처 앤드 내추럴 솔루션스 애퀴지션 유닛	AGRICULTURE & NAT SOLUTIONS ACQ COR UNIT 1 CL A & 1/	2	USD	4		11.5	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ANSS	NASANSS	앤시스	ANSYS INC	2	USD	4		322.29	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	ANTE	NASANTE	에어넷 테크놀로지(ADR)	AIRNET TECHNOLOGY INC SPON ADS EACH REP 400 ORD SHS	2	USD	4		0.2771	1	1	930	1600	N		370	0	0	   	   
US	22	NAS	나스닥	ANTX	NASANTX	AN2 테라퓨틱스	AN2 THERAPEUTICS INC	2	USD	4		1.08	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ANY	NASANY	스피어 3D	SPHERE 3D CORP NEW	2	USD	4		0.892	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	AOGO	NASAOGO	애러고 캐피털 애퀴지션	AROGO CAPITAL ACQUISITION CORP	2	USD	4		10.96	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AOGOU	NASAOGOU	애러고 캐피털 애퀴지션 유닛	AROGO CAPITAL ACQUISITION CORP UNIT 1 COM CL A & 1 WT EX	2	USD	4		10.97	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AOSL	NASAOSL	알파 앤드 오메가 세미컨덕터	ALPHA & OMEGA SEMICONDUCTOR LTD	2	USD	4		36.08	1	1	930	1600	N		710	0	1	   	   
US	22	NAS	나스닥	AOTG	NASAOTG	EA SERIES TRUST AOT GROWTH & INNOVATION ETF	EA SERIES TRUST AOT GROWTH & INNOVATION ETF	3	USD	4		41.17	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	AOUT	NASAOUT	아메리칸 아웃도어 브랜즈	AMERICAN OUTDOOR BRANDS INC	2	USD	4		9.05	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	APA	NASAPA	APA	APA CORPORATION	2	USD	4		25.36	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	APCX	NASAPCX	앱테크 페이먼츠	APPTECH PAYMENTS CORP	2	USD	4		0.7401	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	APDN	NASAPDN	어플라이드 DNA 사이언시스	APPLIED DNA SCIENCES INC	2	USD	4		1.21	1	1	930	1600	N		730	0	1	   	   
US	22	NAS	나스닥	APEI	NASAPEI	아메리칸 퍼블릭 에듀케이션	AMERICAN PUBLIC EDUCATION INC	2	USD	4		15.41	1	1	930	1600	N		360	0	1	   	   
US	22	NAS	나스닥	APGE	NASAPGE	애퍼지 테라퓨틱스	APOGEE THERAPEUTICS INC	2	USD	4		52.95	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	API	NASAPI	아고라(ADR)	AGORA INC SPON ADS EACH REP 4 ORD SHS CL A	2	USD	4		1.97	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	APLD	NASAPLD	어플라이드 디지털	APPLIED DIGITAL CORP	2	USD	4		5.56	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	APLM	NASAPLM	아폴로믹스	APOLLOMICS INC	2	USD	4		0.1315	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	APLS	NASAPLS	아펠리스 파머슈티컬스	APELLIS PHARMACEUTICALS INC	2	USD	4		36.73	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	APLT	NASAPLT	어플라이드 테라퓨틱스	APPLIED THERAPEUTICS INC	2	USD	4		8	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	APM	NASAPM	앱토럼 그룹	APTORUM GROUP LIMITED	2	USD	4		2.24	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	APOG	NASAPOG	애퍼지 엔터프라이지스	APOGEE ENTERPRISES INC	2	USD	4		69.53	1	1	930	1600	N		220	0	1	   	   
US	22	NAS	나스닥	APP	NASAPP	앱플로빈	APPLOVIN CORP	2	USD	4		124	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	APPF	NASAPPF	앱폴리오	APPFOLIO INC	2	USD	4		231.82	1	1	930	1600	N		720	0	1	   	   
US	22	NAS	나스닥	APPN	NASAPPN	애피언	APPIAN CORPORATION	2	USD	4		33.75	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	APPS	NASAPPS	디지털 터빈	DIGITAL TURBINE INC	2	USD	4		2.9	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	APRE	NASAPRE	아프레아 테라퓨틱스	APREA THERAPEUTICS INC	2	USD	4		2.92	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	APTO	NASAPTO	앱토즈 바이오사이언시스	APTOSE BIOSCIENCES INC	2	USD	4		0.4	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	APVO	NASAPVO	앱티보 테라퓨틱스	APTEVO THERAPEUTICS INC	2	USD	4		0.176	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	APWC	NASAPWC	아시아 퍼시픽 와이어 앤드 케이블	ASIA PACIFIC WIRE & CABLE	2	USD	4		1.46	1	1	930	1600	N		230	0	1	   	   
US	22	NAS	나스닥	APXI	NASAPXI	APX 애퀴지션	APX ACQUISITION CORP I	2	USD	4		11.64	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	APXIU	NASAPXIU	APX 애퀴지션 유닛	APX ACQUISITION CORP I UNIT 1 CL A & 1/2 WT EXP (07/12/2	2	USD	4		11.66	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	APYX	NASAPYX	에이픽스메디컬	APYX MEDICAL CORPORATION	2	USD	4		1.09	1	1	930	1600	N		510	0	1	   	   
US	22	NAS	나스닥	AQB	NASAQB	아쿠아바운티 테크놀로지스	AQUABOUNTY TECHNOLOGIES INC	2	USD	4		1.28	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	AQMS	NASAQMS	아쿠아 메탈스	AQUA METALS INC	2	USD	4		0.1949	1	1	930	1600	N		260	0	1	   	   
US	22	NAS	나스닥	AQST	NASAQST	어퀴스티브 테라퓨틱스	AQUESTIVE THERAPEUTICS INC	2	USD	4		5.2	1	1	930	1600	N		520	0	0	   	   
US	22	NAS	나스닥	AQU	NASAQU	아쿠아론 애퀴지션	AQUARON ACQUISITION CORP	2	USD	4		11	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AQUNU	NASAQUNU	아쿠아론 애퀴지션 유닛	AQUARON ACQUISITION CORP UNIT 1 COM & 1 RT TO ACQUIRE 1/	2	USD	4		11.01	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AQWA	NASAQWA	Global X Clean Water ETF	GLOBAL X FDS CLEAN WTR ETF	3	USD	4		18.33	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	ARAY	NASARAY	애큐레이	ACCURAY INCORPORATED	2	USD	4		1.9	1	1	930	1600	N		510	0	1	   	   
US	22	NAS	나스닥	ARBB	NASARBB	ARB IOT 그룹	ARB IOT GROUP LIMITED	2	USD	4		0.2602	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ARBE	NASARBE	아베 로보틱스	ARBE ROBOTICS LTD	2	USD	4		1.8983	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ARBEW	NASARBEW	아베 로보틱스 콜 워런트(2026-10-07)	ARBE ROBOTICS LTD C/WTS 07/10/2026 (TO PUR COM)	2	USD	4		0.2001	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ARBK	NASARBK	아르고 블록체인(ADR)	ARGO BLOCKCHAIN PLC SPON ADS EACH REP 10 ORD SHS	2	USD	4		1.26	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ARBKL	NASARBKL	아르고 블록체인 선순위채권(2026-11-30 8.750%)	ARGO BLOCKCHAIN PLC 8.75% SENIOR NOTES 30/11/2026	2	USD	4		10.39	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	ARCB	NASARCB	아크베스트	ARCBEST CORP	2	USD	4		115.83	1	1	930	1600	N		290	0	1	   	   
US	22	NAS	나스닥	ARCC	NASARCC	아레스 캐피털	ARES CAPITAL CORP	2	USD	4		20.75	1	1	930	1600	N		640	0	0	   	   
US	22	NAS	나스닥	ARCT	NASARCT	아크투루스 테라퓨틱스 홀딩스	ARCTURUS THERAPEUTICS HOLDINGS INC	2	USD	4		21.02	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	ARDX	NASARDX	아델릭스	ARDELYX INC	2	USD	4		5.99	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	AREB	NASAREB	아메리칸 레블 홀딩스	AMERICAN REBEL HOLDINGS INC	2	USD	4		0.49	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	AREC	NASAREC	아메리칸 리소시스	AMERICAN RESOURCES CORPORATION	2	USD	4		0.61	1	1	930	1600	N		10	0	0	   	   
US	22	NAS	나스닥	ARGX	NASARGX	아제닉스(ADR)	ARGENX SE SPON ADR EACH REP 1 ORD SHS	2	USD	4		536.34	1	1	930	1600	N		530	0	0	   	   
